fdc_id,data_type,description,nutrient_id,amount,nutrient_name,unit_name,brand_name,branded_food_category
1383585,branded_food,"VANILLA ORGANIC DELICIOUS PROTEIN SHAKE, VANILLA",1227,4.225,Serine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1383585,branded_food,"VANILLA ORGANIC DELICIOUS PROTEIN SHAKE, VANILLA",1226,3.088,Proline,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1383585,branded_food,"VANILLA ORGANIC DELICIOUS PROTEIN SHAKE, VANILLA",1218,2.698,Tyrosine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1383585,branded_food,"VANILLA ORGANIC DELICIOUS PROTEIN SHAKE, VANILLA",1212,3.316,Isoleucine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1383585,branded_food,"VANILLA ORGANIC DELICIOUS PROTEIN SHAKE, VANILLA",1213,5.849,Leucine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1383585,branded_food,"VANILLA ORGANIC DELICIOUS PROTEIN SHAKE, VANILLA",1222,2.926,Alanine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1257,0.0,"Fatty acids, total trans",G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1253,15.0,Cholesterol,MG,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1092,303.0,"Potassium, K",MG,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1008,364.0,Energy,KCAL,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1089,1.82,"Iron, Fe",MG,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1258,0.0,"Fatty acids, total saturated",G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1087,530.0,"Calcium, Ca",MG,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1093,394.0,"Sodium, Na",MG,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",2000,0.0,"Sugars, total including NLEA",G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1079,6.1,"Fiber, total dietary",G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1005,18.18,"Carbohydrate, by difference",G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1004,1.52,Total lipid (fat),G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1003,72.73,Protein,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1210,1.545,Tryptophan,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1215,1.515,Methionine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1224,12.727,Glutamic acid,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1223,7.879,Aspartic acid,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1217,2.515,Phenylalanine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1216,1.515,Cystine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1225,1.212,Glycine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1219,4.394,Valine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1211,5.394,Threonine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1221,1.515,Histidine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1220,1.818,Arginine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1214,8.121,Lysine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1227,3.03,Serine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1226,2.424,Proline,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1218,2.121,Tyrosine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1212,5.303,Isoleucine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1213,8.485,Leucine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1387847,branded_food,"SPORT CERTIFIED GRASS FED WHEY PREMIUM PROTEIN ISOLATE, CHOCOLATE",1222,3.03,Alanine,G,GARDEN OF LIFE,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1257,0.0,"Fatty acids, total trans",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1253,155.0,Cholesterol,MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1092,452.0,"Potassium, K",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1008,381.0,Energy,KCAL,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1089,9.76,"Iron, Fe",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1258,3.57,"Fatty acids, total saturated",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1087,476.0,"Calcium, Ca",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1093,452.0,"Sodium, Na",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,2000,4.76,"Sugars, total including NLEA",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1079,2.4,"Fiber, total dietary",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1005,21.43,"Carbohydrate, by difference",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1004,5.95,Total lipid (fat),G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1003,59.52,Protein,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1210,1.0,Tryptophan,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1215,1.364,Methionine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1224,10.643,Glutamic acid,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1223,6.288,Aspartic acid,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1217,1.888,Phenylalanine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1216,1.252,Cystine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1225,1.119,Glycine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1219,3.505,Valine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1211,4.14,Threonine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1221,1.064,Histidine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1220,1.69,Arginine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1214,5.638,Lysine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1227,3.043,Serine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1226,3.464,Proline,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1218,1.745,Tyrosine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1212,3.417,Isoleucine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1213,6.431,Leucine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399814,branded_food,CHOCOLATE WHEY PROTEIN POWDER,1222,2.993,Alanine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1257,0.0,"Fatty acids, total trans",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1253,167.0,Cholesterol,MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1092,359.0,"Potassium, K",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1008,385.0,Energy,KCAL,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1089,0.77,"Iron, Fe",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1258,3.85,"Fatty acids, total saturated",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1087,513.0,"Calcium, Ca",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1093,256.0,"Sodium, Na",MG,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,2000,5.13,"Sugars, total including NLEA",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1079,0.0,"Fiber, total dietary",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1005,17.95,"Carbohydrate, by difference",G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1004,6.41,Total lipid (fat),G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1003,64.1,Protein,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1210,1.072,Tryptophan,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1215,1.469,Methionine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1224,11.397,Glutamic acid,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1223,6.731,Aspartic acid,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1217,2.01,Phenylalanine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1216,1.349,Cystine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1225,1.174,Glycine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1219,3.744,Valine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1211,4.451,Threonine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1221,1.141,Histidine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1220,1.777,Arginine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1214,6.077,Lysine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1227,3.254,Serine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1226,3.713,Proline,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1218,1.864,Tyrosine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1212,3.674,Isoleucine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1213,6.923,Leucine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1399891,branded_food,VANILLA WHEY PROTEIN POWDER,1222,3.203,Alanine,G,MARKET PANTRY,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1257,0.0,"Fatty acids, total trans",G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1253,0.0,Cholesterol,MG,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1008,367.0,Energy,KCAL,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1089,18.0,"Iron, Fe",MG,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1162,0.0,"Vitamin C, total ascorbic acid",MG,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1258,1.67,"Fatty acids, total saturated",G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1087,667.0,"Calcium, Ca",MG,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1093,633.0,"Sodium, Na",MG,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1104,0.0,"Vitamin A, IU",IU,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",2000,6.67,"Sugars, total including NLEA",G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1079,3.3,"Fiber, total dietary",G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1005,20.0,"Carbohydrate, by difference",G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1004,1.67,Total lipid (fat),G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1003,66.67,Protein,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1210,0.757,Tryptophan,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1215,0.693,Methionine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1224,10.367,Glutamic acid,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1223,6.967,Aspartic acid,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1217,3.167,Phenylalanine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1225,3.007,Glycine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1219,3.123,Valine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1211,2.31,Threonine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1221,1.403,Histidine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1220,5.43,Arginine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1214,4.933,Lysine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1227,3.217,Serine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1226,2.267,Proline,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1218,2.277,Tyrosine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1212,2.807,Isoleucine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1213,5.26,Leucine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1222,2.633,Alanine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1506457,branded_food,"VEGA, PROTEIN & GREENS DRINK MIX, VANILLA, VANILLA",1232,1.0,Cysteine,G,VEGA,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1257,0.0,"Fatty acids, total trans",G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1253,143.0,Cholesterol,MG,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1092,548.0,"Potassium, K",MG,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1008,381.0,Energy,KCAL,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1089,4.29,"Iron, Fe",MG,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1162,0.0,"Vitamin C, total ascorbic acid",MG,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1258,3.57,"Fatty acids, total saturated",G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1087,238.0,"Calcium, Ca",MG,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1093,571.0,"Sodium, Na",MG,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1104,0.0,"Vitamin A, IU",IU,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",2000,9.52,"Sugars, total including NLEA",G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1079,14.3,"Fiber, total dietary",G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1005,28.57,"Carbohydrate, by difference",G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1004,10.71,Total lipid (fat),G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1003,47.62,Protein,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1210,0.929,Tryptophan,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1215,1.143,Methionine,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1224,8.167,Glutamic acid,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1223,4.929,Aspartic acid,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1217,1.595,Phenylalanine,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
1576583,branded_food,"NATURADE, GRASS FED WHEY PROTEIN BOOSTER, CHOCOLATE",1225,1.0,Glycine,G,NATURADE,"Energy, Protein & Muscle Recovery Drinks"
